623	50	40	0.5
7	0	0
9	0	1
34	0	0
12	0	0
39	0	1
7	1	0
9	1	0
34	1	0
12	1	1
39	1	1
7	2	1
9	2	0
34	2	0
12	2	0
39	2	1
7	3	1
9	3	0
34	3	0
12	3	1
39	3	1
7	4	0
9	4	0
34	4	0
12	4	1
39	4	1
7	5	1
9	5	0
34	5	0
12	5	1
39	5	1
7	6	1
9	6	0
34	6	0
12	6	1
39	6	0
7	7	0
9	7	0
34	7	0
12	7	0
39	7	1
7	8	1
9	8	1
34	8	0
12	8	1
39	8	1
7	9	1
9	9	1
34	9	0
12	9	1
39	9	1
7	10	1
9	10	0
34	10	0
12	10	0
39	10	1
7	11	1
9	11	0
34	11	1
12	11	1
39	11	1
7	12	1
9	12	0
34	12	0
12	12	1
39	12	1
7	13	0
9	13	0
34	13	0
12	13	0
39	13	1
7	14	1
9	14	0
34	14	0
12	14	1
39	14	1
7	15	1
9	15	1
34	15	0
12	15	1
39	15	1
7	16	1
9	16	0
34	16	0
12	16	1
39	16	1
7	17	0
9	17	0
34	17	0
12	17	0
39	17	0
7	18	1
9	18	1
34	18	0
12	18	1
39	18	1
7	19	0
9	19	0
34	19	1
12	19	1
39	19	1
7	20	0
9	20	0
34	20	1
12	20	0
39	20	1
7	21	0
9	21	0
34	21	1
12	21	0
39	21	0
7	22	0
9	22	0
34	22	1
12	22	0
39	22	0
7	23	1
9	23	1
34	23	0
12	23	0
39	23	0
7	24	0
9	24	0
34	24	1
12	24	0
39	24	0
7	25	0
9	25	1
34	25	1
12	25	0
39	25	0
7	26	0
9	26	0
34	26	1
12	26	0
39	26	0
7	27	0
9	27	0
34	27	1
12	27	0
39	27	0
7	28	1
9	28	1
34	28	1
12	28	0
39	28	0
7	29	0
9	29	0
34	29	1
12	29	0
39	29	0
7	30	0
9	30	0
34	30	1
12	30	0
39	30	1
7	31	0
9	31	1
34	31	0
12	31	0
39	31	1
7	32	0
9	32	1
34	32	0
12	32	0
39	32	1
7	33	0
9	33	1
34	33	1
12	33	0
39	33	0
7	34	0
9	34	1
34	34	1
12	34	0
39	34	1
7	35	1
9	35	0
34	35	1
12	35	1
39	35	0
7	36	0
9	36	1
34	36	0
12	36	0
39	36	1
7	37	0
9	37	0
34	37	0
12	37	0
39	37	0
7	38	0
9	38	1
34	38	1
12	38	0
39	38	0
7	39	0
9	39	1
34	39	1
12	39	0
39	39	0
7	40	0
9	40	1
34	40	1
12	40	0
39	40	0
7	41	0
9	41	1
34	41	1
12	41	1
39	41	0
7	42	1
9	42	0
34	42	1
12	42	1
39	42	0
7	43	0
9	43	1
34	43	0
12	43	0
39	43	0
7	44	0
9	44	0
34	44	1
12	44	1
39	44	0
7	45	0
9	45	1
34	45	0
12	45	1
39	45	1
7	46	1
9	46	1
34	46	0
12	46	1
39	46	0
7	47	0
9	47	1
34	47	0
12	47	0
39	47	0
7	48	1
9	48	1
34	48	1
12	48	0
39	48	0
7	49	0
9	49	1
34	49	1
12	49	0
39	49	0
0	19	1
0	48	1
0	31	0
0	42	0
0	37	0
1	14	1
1	40	0
1	21	0
1	18	1
1	20	1
2	11	0
2	18	1
2	44	0
2	4	1
2	31	1
3	42	1
3	3	1
3	34	1
3	35	1
3	23	1
4	36	0
4	0	1
4	8	1
4	6	1
4	43	0
5	35	0
5	10	1
5	27	0
5	41	0
5	17	1
6	30	0
6	33	0
6	6	1
6	23	0
6	13	0
8	12	0
8	22	1
8	30	0
8	6	0
8	20	0
10	29	0
10	45	0
10	10	1
10	39	0
10	23	0
11	27	1
11	18	0
11	33	0
11	20	1
11	39	0
13	12	0
13	22	1
13	34	0
13	29	0
13	25	0
14	33	0
14	14	1
14	2	1
14	49	0
14	38	0
15	18	1
15	13	1
15	7	0
15	31	0
15	6	0
16	48	1
16	45	1
16	37	0
16	26	0
16	47	0
17	7	0
17	0	1
17	34	1
17	3	1
17	46	1
18	29	0
18	22	1
18	21	0
18	41	1
18	24	0
19	39	0
19	12	0
19	48	1
19	10	0
19	22	1
20	32	0
20	49	0
20	8	1
20	15	1
20	24	1
21	47	1
21	48	0
21	25	1
21	35	1
21	49	1
22	38	0
22	49	0
22	19	1
22	13	1
22	15	1
23	28	1
23	42	1
23	22	0
23	3	1
23	15	0
24	12	1
24	18	0
24	49	0
24	31	0
24	33	1
25	13	0
25	33	1
25	32	0
25	3	1
25	43	0
26	39	1
26	28	0
26	1	0
26	20	1
26	8	1
27	19	1
27	42	0
27	49	0
27	4	0
27	30	0
28	37	1
28	11	0
28	12	0
28	29	1
28	31	1
29	9	0
29	7	0
29	33	1
29	5	0
29	25	1
30	49	1
30	6	1
30	12	1
30	34	0
30	37	0
31	44	1
31	11	0
31	13	1
31	28	1
31	27	1
32	38	1
32	14	1
32	36	1
32	3	1
32	35	1
33	45	1
33	3	1
33	22	0
33	31	0
33	44	1
35	12	1
35	30	0
35	13	0
35	4	0
35	48	1
36	34	1
36	11	0
36	1	0
36	33	1
36	30	1
37	33	1
37	29	1
37	49	1
37	36	1
37	38	1
38	21	1
38	17	0
38	48	0
38	15	0
38	16	1
8	9	1
11	9	1
14	9	1
16	9	0
0	27	1
4	27	1
13	27	0
20	27	0
24	27	0
1	2	1
5	2	1
18	2	0
25	2	1
30	2	1
32	2	1
4	19	1
10	19	1
18	19	0
20	19	1
29	19	1
32	19	1
3	16	1
18	16	0
8	13	0
38	13	0
24	11	1
32	11	1
10	46	0
15	46	0
16	46	0
27	46	1
28	46	1
30	46	0
36	46	0
1	39	0
13	39	1
18	39	0
21	39	1
32	39	0
35	39	1
33	32	0
35	32	1
37	32	0
11	29	0
2	8	0
10	8	1
1	0	0
6	0	1
13	0	0
15	0	1
18	0	0
26	0	0
28	0	0
32	0	1
20	36	0
21	36	0
2	45	1
6	45	0
13	45	1
20	45	0
21	45	1
22	45	0
27	45	1
28	45	0
38	45	1
22	44	0
10	21	0
11	21	0
19	21	1
20	21	1
27	21	1
8	43	0
10	43	0
14	43	0
23	43	0
33	43	1
26	3	0
27	3	1
38	3	1
20	30	0
23	30	1
14	4	1
15	4	0
18	4	1
19	4	0
21	4	0
13	33	1
30	33	0
32	33	0
4	28	0
35	28	1
16	6	1
18	6	1
21	6	0
4	48	0
11	48	1
14	48	1
18	48	1
31	48	0
15	41	0
23	41	1
6	40	1
32	40	1
33	40	1
6	24	1
14	24	0
15	24	1
24	24	1
29	24	1
33	24	0
37	24	0
38	24	1
4	17	1
6	17	1
15	17	0
29	17	0
37	17	0
3	25	1
6	25	0
15	25	1
28	25	1
18	5	0
19	5	0
27	5	1
35	5	0
38	5	1
18	42	1
19	42	1
21	42	1
11	49	0
25	10	0
33	10	1
2	20	1
14	20	0
27	20	1
28	20	1
31	20	0
5	34	1
26	34	0
29	34	0
32	34	0
33	34	1
35	34	1
4	26	0
35	26	1
2	47	1
35	47	1
1	23	0
2	23	1
16	23	0
17	23	0
19	23	1
28	23	1
30	23	0
21	1	0
22	1	1
32	1	1
0	18	0
5	18	0
16	18	1
32	18	0
37	18	0
38	18	0
2	22	1
0	14	1
22	14	1
31	14	1
11	12	1
20	12	1
25	12	1
31	12	0
14	7	1
18	7	0
22	7	1
28	7	0
35	7	0
26	15	1
36	15	1
13	35	1
17	35	1
18	35	1
23	35	1
25	35	0
36	35	0
3	37	0
8	37	0
19	37	1
22	37	0
23	37	0
27	37	1
3	38	0
10	38	0
11	38	0
15	38	1
20	38	0
21	38	1
23	38	0
35	38	1
